race_id,race_date,track,distance_m,start_type,track_condition,race_class,program_number,horse_id,driver_id,trainer_id,post_position,carried_weight_kg,prior_finishes,prior_km_times,prior_earnings,prior_opponent_strengths,days_since_last_start,gallop_risk,speed_rating,class_rating,stamina_rating,equipment_change,shoeing_change,market_share,finished_position,did_not_finish
R0002,2023-01-01,T3,2100,volt,normal,C,11,H0010,D032,TR042,11,66.0,,,,,,0.0076651145852802815,83.99,81.63,83.05,False,False,0.042279036236656825,8,False
R0002,2023-01-01,T4,2100,volt,normal,A,12,H0107,D038,TR050,12,62.5,,,,,,0.059559694426183946,78.48,78.07,78.43,False,False,0.01126478186841641,12,False
R0003,2023-01-02,T1,3100,auto,normal,A,1,H0015,D057,TR078,1,64.6,9,81.01989549460315,200.0,0.4675093422520456,1.0,0.029223554365685238,73.42,74.34,75.18,False,False,0.0419490759669933,4,False
R0003,2023-01-02,T2,3100,auto,normal,A,2,H0012,D058,TR059,2,62.3,,,,,,0.009267705986689322,80.14,80.63,80.5,False,True,0.047329279668981226,6,False
R0003,2023-01-02,T4,3100,auto,normal,A,3,H0024,D017,TR017,3,65.7,,,,,,0.12313964098670822,77.96,79.19,80.98,False,False,0.04317995058784034,7,False
R0003,2023-01-02,T1,3100,auto,normal,C,4,H0006,D020,TR047,4,63.5,1,79.46875101270004,5000.0,-0.3093465397202384,1.0,0.020001652402256896,81.78,79.47,81.79,False,False,0.1199968949086602,8,False
R0003,2023-01-02,T4,3100,auto,normal,A,5,H0008,D053,TR049,5,64.5,,,,,,0.07636693333651148,80.0,79.26,78.01,False,False,0.03241163586495667,3,False
R0003,2023-01-02,T1,3100,auto,normal,C,6,H0039,D023,TR052,6,67.3,,,,,,0.12089382172773938,83.65,83.0,80.65,True,True,0.15632117909054333,2,False
R0003,2023-01-02,T2,3100,auto,normal,B,7,H0117,D014,TR002,7,65.5,,,,,,0.04230152539444786,79.03,79.92,78.97,False,False,0.03368490367879482,9,False
R0003,2023-01-02,T4,3100,auto,normal,B,8,H0055,D033,TR023,8,67.0,,,,,,0.029695648771497104,76.84,76.11,75.82,False,False,0.01949729490692856,12,False
R0003,2023-01-02,T3,3100,auto,normal,B,9,H0009,D019,TR068,9,65.4,,,,,,0.03936561278108593,75.53,75.47,76.97,False,False,0.15873421281548172,10,False
R0003,2023-01-02,T3,3100,auto,normal,C,10,H0064,D053,TR019,10,64.4,,,,,,0.06900725667472012,84.99,81.81,79.67,False,False,0.04966059345606509,11,False
R0003,2023-01-02,T4,3100,auto,normal,B,11,H0056,D054,TR023,11,65.1,,,,,,0.10649701765901749,77.5,78.31,77.77,False,False,0.03213109845122405,5,False
R0003,2023-01-02,T2,3100,auto,normal,A,12,H0043,D018,TR025,12,66.5,,,,,,0.028902149565292086,81.07,81.2,81.48,False,False,0.25331238146460666,1,False
R0003,2023-01-02,T1,3100,auto,normal,B,13,H0102,D031,TR014,13,65.6,,,,,,0.023282960017371453,78.5,78.41,79.08,False,False,0.011791499138924032,13,False
R0004,2023-01-03,T1,2100,volt,normal,A,1,H0033,D005,TR010,1,66.3,,,,,,0.13512276704696238,77.29,74.08,76.27,False,False,0.03376109071917812,8,False
R0004,2023-01-03,T1,2100,volt,normal,C,2,H0011,D057,TR023,2,65.1,,,,,,0.15863823364247917,83.96,83.51,83.78,False,False,0.16049298625698202,1,False
R0004,2023-01-03,T1,2100,volt,normal,A,3,H0068,D014,TR025,3,65.3,,,,,,0.007243587431965693,84.5,84.92,84.17,False,False,0.0586173304441249,7,False
R0004,2023-01-03,T3,2100,volt,normal,B,4,H0080,D039,TR061,4,63.1,,,,,,0.08944884353206708,82.76,80.66,80.76,False,False,0.06824123421636877,3,False
R0004,2023-01-03,T3,2100,volt,normal,B,5,H0087,D040,TR024,5,66.5,,,,,,0.0605211952679161,79.95,80.01,78.0,False,False,0.028475150901381568,2,False
R0004,2023-01-03,T2,2100,volt,normal,B,6,H0022,D029,TR070,6,62.8,,,,,,0.029535087700316882,85.11,84.25,86.55,False,False,0.259944534636228,5,False
R0004,2023-01-03,T1,2100,volt,normal,B,7,H0040,D053,TR061,7,67.7,,,,,,0.003448886368796717,84.35,81.66,83.47,False,False,0.030006838699284853,6,False
R0004,2023-01-03,T2,2100,volt,normal,B,8,H0103,D006,TR072,8,66.0,,,,,,0.0637092585648148,83.58,83.74,84.1,False,False,0.33245997317982406,4,False
R0004,2023-01-03,T2,2100,volt,normal,B,9,H0027,D014,TR008,9,65.9,,,,,,0.015223806628873378,82.17,82.45,80.9,False,True,0.016317246761863836,9,False
R0004,2023-01-03,T4,2100,volt,normal,A,10,H0054,D015,TR078,10,63.2,,,,,,0.03019610926859142,77.7,77.55,77.61,False,False,0.011683614184763704,10,False
R0005,2023-01-04,T3,2600,auto,normal,A,1,H0086,D052,TR065,1,66.1,,,,,,0.03921116103271153,78.15,79.06,79.99,False,False,0.001981285627731831,12,False
R0005,2023-01-04,T3,2600,auto,normal,A,2,H0108,D010,TR026,2,66.0,5,78.68780832940111,2200.0,0.28911939868998415,3.0,0.01342914373796803,85.51,84.79,85.59,False,False,0.014787831824416836,2,False
R0005,2023-01-04,T1,2600,auto,normal,A,3,H0104,D056,TR064,3,62.9,,,,,,0.04946472670499064,74.34,76.34,76.27,False,False,0.03223617884640696,6,False
R0005,2023-01-04,T4,2600,auto,normal,A,4,H0075,D050,TR019,4,65.9,,,,,,0.16896483623616898,82.56,82.79,81.73,False,False,0.007794894317408529,8,False
R0005,2023-01-04,T1,2600,auto,normal,B,5,H0059,D051,TR032,5,63.5,3,80.24146761629233,3600.0,-0.3093465397202384,3.0,0.043807384538886066,82.52,81.96,83.06,False,False,0.06349596547655809,1,False
R0005,2023-01-04,T3,2600,auto,normal,C,6,H0070,D019,TR073,6,63.1,,,,,,0.09708388111041315,73.89,73.59,75.94,False,False,0.005115232123457589,11,False
R0005,2023-01-04,T1,2600,auto,normal,C,7,H0030,D019,TR076,7,67.2,,,,,,0.005683768239169375,89.2,88.46,87.28,False,False,0.792987379544153,3,False
R0005,2023-01-04,T4,2600,auto,normal,B,8,H0036,D051,TR073,8,62.3,,,,,,0.009139281719855757,79.35,77.57,78.4,False,False,0.006325699648510497,9,False
R0005,2023-01-04,T1,2600,auto,normal,A,9,H0078,D032,TR025,9,63.9,,,,,,0.07867603145555074,81.75,82.44,83.05,False,False,0.008958240630861074,13,False
R0005,2023-01-04,T3,2600,auto,normal,A,10,H0087,D042,TR067,10,64.9,2,77.24459671100595,4300.0,0.7375155684670865,1.0,0.02149182909760931,78.83,78.94,82.28,False,False,0.047321017648839225,4,False
R0005,2023-01-04,T2,2600,auto,normal,A,11,H0066,D029,TR074,11,63.1,,,,,,0.04402111216106571,77.38,81.17,79.05,False,False,0.00898369215099004,5,False
R0005,2023-01-04,T2,2600,auto,normal,C,12,H0060,D026,TR078,12,67.6,,,,,,0.0025361473675521236,71.54,73.98,73.88,False,True,0.0005434538937201597,7,False
R0005,2023-01-04,T4,2600,auto,normal,A,13,H0021,D037,TR001,13,63.9,6,82.22973928618593,1500.0,-0.07971821090639905,3.0,0.019061140013061327,75.47,75.51,77.41,False,False,0.0094691282669462,10,False
R0006,2023-01-02,T1,3100,auto,normal,A,1,H0112,D046,TR028,1,63.0,12,85.11643475874791,200.0,-0.07971821090639905,1.0,0.025668096631339225,75.45,76.53,75.89,False,False,0.024256736781023733,7,False
R0006,2023-01-02,T3,3100,auto,normal,B,2,H0072,D019,TR044,2,62.6,,,,,,0.07809993199373298,74.41,77.34,72.16,False,False,0.09194695001638756,2,False
R0006,2023-01-02,T4,3100,auto,normal,C,3,H0035,D016,TR029,3,67.0,2,77.38808554279011,4300.0,0.28911939868998415,1.0,0.042916825354936884,86.02,83.3,86.3,False,False,0.18080634029703868,4,False
R0006,2023-01-02,T1,3100,auto,normal,B,4,H0003,D027,TR025,4,65.7,,,,,,0.049681135901985814,84.58,85.12,80.95,False,False,0.166389447465032,6,False
R0006,2023-01-02,T1,3100,auto,normal,B,5,H0102,D058,TR077,5,66.9,13,85.13777419613156,200.0,0.002525494009577042,0.0,0.14983482066831874,78.0,77.44,79.22,True,False,0.023696839334012385,8,False
R0006,2023-01-02,T2,3100,auto,normal,C,6,H0093,D034,TR027,6,67.8,9|7,83.34282216945135|79.89130089841348,200.0|800.0,-0.3093465397202384|0.4675093422520456,1.0,0.04789124068851853,79.35,80.32,77.74,False,False,0.028575631806794517,9,False
R0006,2023-01-02,T1,3100,auto,normal,C,7,H0024,D023,TR005,7,62.9,7,82.1857606177294,800.0,0.002525494009577042,0.0,0.03041016670486168,77.48,79.17,75.69,False,False,0.05473249982252901,5,False
R0006,2023-01-02,T3,3100,auto,normal,A,8,H0070,D027,TR030,8,67.8,11,83.20285948721218,200.0,-0.05072666946359382,-2.0,0.10307553724991501,74.45,74.75,72.49,False,False,0.011439133846688394,10,False
R0006,2023-01-02,T2,3100,auto,normal,B,9,H0022,D017,TR042,9,65.3,5,79.01398391619897,2200.0,0.45677523755741145,-1.0,0.04356708915967111,85.8,85.3,82.26,False,False,0.3617797012149082,1,False
R0006,2023-01-02,T3,3100,auto,normal,A,10,H0011,D039,TR007,10,66.7,1,76.87555851094106,5000.0,0.45677523755741145,-1.0,0.00965996368947748,84.35,81.25,85.9,False,False,0.056376719415585606,3,False
R0007,2023-01-05,T1,2600,volt,normal,A,1,H0104,D056,TR014,1,67.4,6,80.73922668655652,1500.0,-0.05072666946359382,1.0,0.04953825317019791,77.04,76.34,77.11,False,False,0.01891133939843365,7,False
R0007,2023-01-05,T3,2600,volt,normal,A,2,H0115,D028,TR049,2,63.1,,,,,,0.08509580957200416,76.74,77.59,76.95,False,False,0.025474017582846075,2,False
R0007,2023-01-05,T3,2600,volt,normal,B,3,H0007,D013,TR025,3,66.7,,,,,,0.011715274352018515,77.79,80.17,79.23,False,False,0.01972949505308198,11,False
R0007,2023-01-05,T2,2600,volt,normal,C,4,H0025,D024,TR014,4,66.5,,,,,,0.17965766147980944,79.13,76.02,76.07,False,False,0.007350429080312888,14,False
R0007,2023-01-05,T1,2600,volt,normal,B,5,H0039,D026,TR052,5,65.9,2,79.83664515780622,4300.0,-0.14597170436548626,3.0,0.027506255940642536,83.08,80.37,83.53,False,False,0.08908315069781078,6,False
R0007,2023-01-05,T2,2600,volt,normal,C,6,H0005,D037,TR013,6,67.0,,,,,,0.15966519152118044,72.56,75.96,74.4,False,False,0.02463905423900277,9,False
R0007,2023-01-05,T3,2600,volt,normal,C,7,H0043,D056,TR053,7,65.6,1,79.33881437807975,5000.0,-0.14597170436548626,3.0,0.0391343130239446,81.56,79.16,79.84,False,False,0.16704462641243065,4,False
R0007,2023-01-05,T2,2600,volt,normal,A,8,H0004,D050,TR012,8,66.1,,,,,,0.01468626016436829,69.85,71.39,70.97,False,False,0.0009323446819980663,13,False
R0007,2023-01-05,T4,2600,volt,normal,C,9,H0022,D022,TR034,9,67.8,5|1,79.01398391619897|79.78165426303265,2200.0|5000.0,0.45677523755741145|-0.35626397106142593,3.0,0.07098102712602075,85.89,85.91,84.87,False,False,0.037236923489960855,8,False
R0007,2023-01-05,T2,2600,volt,normal,C,10,H0117,D019,TR064,10,65.4,9,83.51044931909428,200.0,-0.14597170436548626,3.0,0.0003030655804640777,80.66,79.25,79.91,False,False,0.5365008689920545,1,False
R0007,2023-01-05,T1,2600,volt,normal,A,11,H0106,D046,TR018,11,63.2,,,,,,0.034887512724063756,74.52,76.18,76.88,False,False,0.01463349296363191,5,False
R0007,2023-01-05,T1,2600,volt,normal,A,12,H0017,D007,TR061,12,66.4,,,,,,0.030649202746037427,74.89,77.31,76.93,False,False,0.006884089236110035,10,False
R0007,2023-01-05,T1,2600,volt,normal,B,13,H0061,D032,TR057,13,63.6,,,,,,0.03155892897017938,78.86,81.99,75.99,False,True,0.005634836207361068,12,False
R0007,2023-01-05,T4,2600,volt,normal,A,14,H0067,D025,TR072,14,65.8,11,84.57886916787135,200.0,-0.07971821090639905,4.0,0.08006411535567905,75.34,79.83,78.71,False,False,0.04594533196496481,3,False
R0008,2023-01-05,T4,2600,auto,soft,A,1,H0012,D037,TR040,1,63.3,6,82.09078710524065,1500.0,-0.14597170436548626,3.0,0.008496500522668432,80.97,79.65,80.64,False,False,0.15369016304394217,6,False
R0008,2023-01-05,T4,2600,auto,soft,A,2,H0068,D017,TR040,2,66.5,7,80.41205963410482,800.0,0.45677523755741145,2.0,0.040263739385294935,84.7,83.3,86.99,False,True,0.30510196411701546,2,False
R0008,2023-01-05,T2,2600,auto,soft,C,3,H0085,D025,TR046,3,66.3,,,,,,0.04623099039731598,81.98,82.5,83.49,False,False,0.19720253156956014,4,False
R0008,2023-01-05,T1,2600,auto,soft,B,4,H0091,D007,TR068,4,65.5,,,,,,0.036455311323802746,78.98,80.28,77.6,False,False,0.07396881359404746,3,False
R0008,2023-01-05,T2,2600,auto,soft,A,5,H0115,D059,TR031,5,67.9,2,78.88306830512607,4300.0,-0.3521335504882296,0.0,0.13183530719240358,77.43,77.66,77.75,False,False,0.009835539453607121,9,False
R0008,2023-01-05,T4,2600,auto,soft,C,6,H0060,D014,TR066,6,64.7,7,81.13513617245904,800.0,-0.05072666946359382,1.0,0.09716670606936602,71.7,71.96,75.48,False,False,0.001977418433041521,8,False
R0008,2023-01-05,T4,2600,auto,soft,C,7,H0014,D018,TR062,7,67.1,1,76.40709423243167,5000.0,0.28911939868998415,4.0,0.024049118183975912,81.56,81.36,80.89,False,False,0.07243723470786953,7,False
R0008,2023-01-05,T2,2600,auto,soft,B,8,H0111,D030,TR076,8,65.7,,,,,,0.2051099642857417,80.41,80.31,79.37,False,False,0.11098878043312235,5,False
R0008,2023-01-05,T2,2600,auto,soft,A,9,H0018,D040,TR073,9,63.3,,,,,,0.014576177349563894,83.1,86.0,85.19,False,False,0.07479755464779426,1,False
R0009,2023-01-05,T4,1609,volt,normal,B,1,H0060,D005,TR075,1,67.1,7|8,81.13513617245904|81.36746601235923,800.0|200.0,-0.05072666946359382|0.35262247229216176,0.0,0.006500968999938736,71.2,73.22,72.31,False,False,0.0030318653283065026,12,False
R0009,2023-01-05,T1,1609,volt,normal,C,2,H0118,D021,TR077,2,62.3,,,,,,0.014735141475716628,86.61,87.99,84.78,True,False,0.21887513298315717,6,False
R0009,2023-01-05,T1,1609,volt,normal,B,3,H0109,D046,TR013,3,62.1,,,,,,0.036593161511174956,72.24,71.55,72.17,False,False,0.011420629915954186,10,False
R0009,2023-01-05,T4,1609,volt,normal,C,4,H0065,D032,TR032,4,63.8,,,,,,0.22569140257729514,85.39,83.02,83.33,False,False,0.04895654146206843,9,False
R0009,2023-01-05,T2,1609,volt,normal,A,5,H0040,D044,TR050,5,66.7,6,79.28475095993625,1500.0,0.45677523755741145,2.0,0.0030162585044137195,82.58,80.76,82.57,False,False,0.1433719593028534,2,False
R0009,2023-01-05,T3,1609,volt,normal,A,6,H0081,D042,TR015,6,63.1,,,,,,0.008053048545196707,76.56,77.76,75.61,True,False,0.0161288571231611,7,False
R0009,2023-01-05,T2,1609,volt,normal,C,7,H0013,D001,TR026,7,67.4,10,81.44053532746047,200.0,0.28911939868998415,4.0,0.01438422006674182,86.83,81.42,83.58,False,False,0.06523547843347477,3,False
R0009,2023-01-05,T4,1609,volt,normal,B,8,H0077,D012,TR031,8,62.5,,,,,,0.08113632346015988,79.6,80.01,79.11,False,False,0.04281287796845903,8,False
R0009,2023-01-05,T3,1609,volt,normal,B,9,H0056,D034,TR051,9,64.8,5,81.37853545079473,2200.0,0.002525494009577042,3.0,0.01964371411844712,78.59,77.37,77.88,False,False,0.018218298467300945,5,False
R0009,2023-01-05,T1,1609,volt,normal,A,10,H0008,D058,TR024,10,66.2,3,80.49266217280723,3600.0,-0.12664505285162042,3.0,0.0007188995474027579,79.01,78.88,82.93,False,False,0.013804158642065745,11,False
R0009,2023-01-05,T2,1609,volt,normal,B,11,H0059,D009,TR032,11,67.1,3|1,80.24146761629233|78.27699508082142,3600.0|5000.0,-0.3093465397202384|-0.23133626495165632,1.0,0.04321825697571729,84.56,83.65,84.12,False,False,0.058005016085980236,4,False
R0009,2023-01-05,T2,1609,volt,normal,A,12,H0046,D006,TR023,12,66.1,5,81.53742244943591,2200.0,-0.3093465397202384,4.0,0.06776648318468644,85.15,83.64,83.03,True,False,0.36013918428721853,1,False
R0010,2023-01-05,T3,2600,auto,normal,C,1,H0012,D037,TR062,1,64.7,6|6,82.09078710524065|80.67261210993604,1500.0|1500.0,-0.14597170436548626|0.35262247229216176,0.0,0.06817046098036156,81.64,79.7,81.25,True,False,0.09965530597368014,3,False
R0010,2023-01-05,T3,2600,auto,normal,A,2,H0053,D030,TR066,2,66.1,,,,,,0.09344401512920537,79.06,80.86,77.58,False,False,0.04642892406794398,9,False
R0010,2023-01-05,T1,2600,auto,normal,B,3,H0073,D045,TR075,3,63.3,4,78.98408300244948,2900.0,0.28911939868998415,4.0,0.03983835708594735,83.64,85.67,82.54,False,False,0.13903812063056958,6,False
R0010,2023-01-05,T1,2600,auto,normal,B,4,H0036,D020,TR025,4,66.3,9,82.10880955791086,200.0,-0.16811547676037508,1.0,0.1461307752385738,79.26,80.64,79.5,False,False,0.08197221569943598,1,False
R0010,2023-01-05,T2,2600,auto,normal,A,5,H0001,D051,TR001,5,62.6,,,,,,0.0010804878232058242,74.77,75.38,72.61,False,False,0.08109452145552659,7,False
R0010,2023-01-05,T3,2600,auto,normal,A,6,H0040,D025,TR078,6,63.2,6|2,79.28475095993625|76.44668470771542,1500.0|4300.0,0.45677523755741145|0.15853969107671423,0.0,0.04201613973931075,83.25,82.59,83.67,False,False,0.14881529673641858,4,False
R0010,2023-01-05,T2,2600,auto,normal,C,7,H0029,D044,TR048,7,64.6,,,,,,0.03870523989929114,80.35,83.79,82.11,False,False,0.13417530005230205,8,False
R0010,2023-01-05,T1,2600,auto,normal,A,8,H0086,D006,TR019,8,66.6,12,83.57315917346202,200.0,-0.05072666946359382,1.0,0.02978016368881916,77.86,78.36,78.87,False,False,0.11791487039538882,5,False
R0010,2023-01-05,T4,2600,auto,normal,B,9,H0047,D005,TR061,9,64.6,,,,,,0.04296157439523621,81.67,81.06,79.68,False,False,0.1509054449887343,2,False
R0011,2023-01-04,T4,2100,volt,hard,A,1,H0046,D035,TR000,1,63.6,5|1,81.53742244943591|75.83314948365789,2200.0|5000.0,-0.3093465397202384|0.15853969107671423,-1.0,0.05128611300492168,84.18,84.03,84.39,False,False,0.4010370570652448,2,False
R0011,2023-01-04,T1,2100,volt,hard,A,2,H0110,D056,TR005,2,66.8,,,,,,0.06286934912240387,83.46,84.09,80.44,False,False,0.20324882334135855,6,False
R0011,2023-01-04,T4,2100,volt,hard,A,3,H0054,D006,TR040,3,66.3,10,81.61111641773003,200.0,0.7375155684670865,1.0,0.00537349945626389,76.85,76.56,78.47,False,False,0.019153510485870006,10,False
R0011,2023-01-04,T3,2100,volt,hard,A,4,H0038,D021,TR040,4,65.9,,,,,,0.08815491054846515,74.95,75.04,76.64,False,False,0.006047005134770596,3,False
R0011,2023-01-04,T4,2100,volt,hard,A,5,H0062,D033,TR023,5,67.8,,,,,,0.012756058697438899,80.19,78.83,79.53,True,False,0.02276731420529026,5,False
R0011,2023-01-04,T2,2100,volt,hard,C,6,H0061,D022,TR020,6,66.5,12,83.9154849748178,200.0,-0.46235179266456716,-1.0,0.06315163651581346,78.66,78.79,80.29,False,False,0.004922454587160007,11,False
R0011,2023-01-04,T4,2100,volt,hard,C,7,H0114,D043,TR005,7,64.3,,,,,,0.028971171895649548,80.15,78.11,79.61,True,False,0.0222669729999399,4,False
R0011,2023-01-04,T1,2100,volt,hard,A,8,H0078,D015,TR053,8,62.5,13,83.91085425851642,200.0,-0.23133626495165632,0.0,0.06381926387410378,82.58,80.43,84.36,False,False,0.0841505919926474,8,False
R0011,2023-01-04,T2,2100,volt,hard,A,9,H0066,D003,TR030,9,64.6,5,80.32112516713244,2200.0,-0.05072666946359382,0.0,0.03807158015006131,76.68,78.97,80.32,False,False,0.05264621717922077,9,False
R0011,2023-01-04,T1,2100,volt,hard,A,10,H0029,D020,TR009,10,62.4,8,81.53247891970267,200.0,-0.023958380046829514,-1.0,0.02631634989371765,79.39,81.42,82.28,False,False,0.10933292623254162,7,False
R0011,2023-01-04,T3,2100,volt,hard,A,11,H0094,D035,TR031,11,67.9,8,82.89426154412422,200.0,-0.07971821090639905,3.0,0.05137280923234648,71.62,73.0,73.8,False,False,0.005348204488154627,13,False
R0011,2023-01-04,T3,2100,volt,hard,A,12,H0000,D010,TR074,12,65.1,,,,,,0.049787047099967084,79.14,81.99,77.89,False,False,0.0606586143735782,1,False
R0011,2023-01-04,T2,2100,volt,hard,B,13,H0093,D048,TR020,13,67.1,9|7|9,83.34282216945135|79.89130089841348|83.43104164100453,200.0|800.0|200.0,-0.3093465397202384|0.4675093422520456|-0.35626397106142593,2.0,0.003874460969468951,79.69,82.96,80.93,False,False,0.008420307914223192,12,False
R0012,2023-01-07,T4,3100,auto,soft,B,1,H0116,D012,TR072,1,65.2,,,,,,0.013382771942623233,78.79,80.4,79.58,False,False,0.10322186537322986,5,False
R0012,2023-01-07,T1,3100,auto,soft,C,2,H0023,D014,TR077,2,67.0,,,,,,0.14330101809446824,76.9,77.07,78.96,False,False,0.01027328543388644,10,False
R0012,2023-01-07,T4,3100,auto,soft,A,3,H0030,D031,TR039,3,63.2,3,79.21255533559864,3600.0,-0.23133626495165632,3.0,0.058654603450670764,89.69,89.76,88.2,False,False,0.2790679949659496,4,False
R0012,2023-01-07,T4,3100,auto,soft,B,4,H0037,D033,TR033,4,67.8,,,,,,0.056812885782148534,76.37,75.05,77.75,False,False,0.006569184301662849,3,False
R0012,2023-01-07,T1,3100,auto,soft,A,5,H0115,D044,TR015,5,66.1,2|9,78.88306830512607|82.14499230794742,4300.0|200.0,-0.3521335504882296|0.35262247229216176,2.0,0.09370193096362762,77.89,76.62,77.27,False,False,0.02014682566881024,9,False
R0012,2023-01-07,T3,3100,auto,soft,B,6,H0035,D017,TR042,6,62.7,2|4,77.38808554279011|80.47813186197932,4300.0|2900.0,0.28911939868998415|-0.35626397106142593,5.0,0.0018554747031103605,84.46,84.24,83.35,False,False,0.20409333255604778,2,False
R0012,2023-01-07,T4,3100,auto,soft,B,7,H0069,D052,TR073,7,65.8,,,,,,0.023287597915608985,78.14,79.18,76.19,False,False,0.02985496537892628,8,False
R0012,2023-01-07,T3,3100,auto,soft,A,8,H0040,D019,TR038,8,67.7,6|2|4,79.28475095993625|76.44668470771542|79.69341221845413,1500.0|4300.0|2900.0,0.45677523755741145|0.15853969107671423|-0.023958380046829514,2.0,0.014045811188615651,83.6,83.47,84.24,False,False,0.27931243515420495,1,False
R0012,2023-01-07,T1,3100,auto,soft,B,9,H0083,D032,TR027,9,64.3,,,,,,0.07436162623868678,79.18,80.93,78.29,False,False,0.003154584095947624,12,False
R0012,2023-01-07,T3,3100,auto,soft,C,10,H0001,D055,TR008,10,62.2,7,81.28579678394098,800.0,0.14481312316794914,2.0,0.0486513783553642,75.72,77.15,76.38,False,False,0.009060620690543805,11,False
R0012,2023-01-07,T2,3100,auto,soft,A,11,H0093,D032,TR031,11,62.6,9|7|9|12,83.34282216945135|79.89130089841348|83.43104164100453|82.53460142793044,200.0|800.0|200.0|200.0,-0.3093465397202384|0.4675093422520456|-0.35626397106142593|0.11744128640943755,3.0,0.05087787494645932,79.61,81.36,80.51,False,False,0.007829915802319664,7,False
